HoloWAN Recorder File (www.msytest.com)
Operator: "中国电信" NetworkType: "Unknown" SignalStrength: -115(dbm)
test_name: "xicen(01-17 13:10:12)"
Destination: "172.30.153.236:8081"
Start Time: 2026-01-17 13:10:13
End Time: 2026-01-17 14:50:17
Interval(sec): 0.1
Packet Size(byte): 500
Loss Average: 10
Enable Reordering: True
Contents: Delay1(ms),Loss1(%),Bandwidth1(Mbps),Delay2(ms),Loss2(%),Bandwidth2(Mbps)
Switch: 1,1,1,1,1,1
------------------------------------------------
15.54,0.00,0.083200,15.54,0.00,0.208000
24.57,0.00,0.124800,24.57,20.00,0.166400
14.21,33.33,0.083200,14.21,0.00,0.208000
16.00,0.00,0.083200,16.00,0.00,0.208000
14.29,33.33,0.083200,14.29,0.00,0.208000
16.09,0.00,0.124800,16.09,0.00,0.208000
14.33,0.00,0.083200,14.33,20.00,0.166400
15.94,0.00,0.124800,15.94,0.00,0.208000
16.78,0.00,0.083200,16.78,0.00,0.208000
16.09,0.00,0.124800,16.09,0.00,0.208000
15.05,0.00,0.083200,15.05,0.00,0.208000
18.90,0.00,0.124800,18.90,0.00,0.208000
14.03,66.67,0.041600,14.03,20.00,0.166400
16.38,0.00,0.124800,16.38,0.00,0.208000
16.63,0.00,0.124800,16.63,0.00,0.208000
15.99,0.00,0.083200,15.99,0.00,0.208000
15.38,0.00,0.083200,15.38,0.00,0.166400
16.09,0.00,0.124800,16.09,0.00,0.208000
15.06,0.00,0.083200,15.06,0.00,0.208000
16.34,0.00,0.124800,16.34,0.00,0.208000
14.60,0.00,0.083200,14.60,0.00,0.208000
16.52,0.00,0.124800,16.52,0.00,0.208000
14.41,33.33,0.083200,14.41,20.00,0.166400
15.84,0.00,0.083200,15.84,0.00,0.208000
14.26,33.33,0.083200,14.26,0.00,0.208000
16.46,0.00,0.124800,16.46,0.00,0.208000
14.99,0.00,0.083200,14.99,0.00,0.208000
16.82,0.00,0.124800,16.82,20.00,0.166400
15.40,0.00,0.083200,15.40,0.00,0.208000
16.04,0.00,0.124800,16.04,0.00,0.208000
