HoloWAN Recorder File (www.msytest.com)
 NetworkType: "Unknown"
test_name: "Xicen(12-06 22:01:11)"
Destination: "172.30.153.236:8081"
Start Time: 2025-12-06 22:01:11
End Time: 2025-12-06 23:01:15
Interval(sec): 0.1
Packet Size(byte): 512
Enable Reordering: True
Contents: Delay1(ms),Loss1(%),Bandwidth1(Mbps),Delay2(ms),Loss2(%),Bandwidth2(Mbps)
Switch: 1,1,1,1,1,1
------------------------------------------------
19.031500,0.000000,0.085120,21.304214,0.000000,0.297920
18.749250,0.000000,0.085120,18.811000,0.000000,0.297920
17.772000,0.000000,0.127680,17.938357,0.000000,0.297920
18.284000,0.000000,0.085120,18.377714,0.000000,0.297920
18.124500,0.000000,0.085120,17.825500,0.000000,0.297920
17.459500,0.000000,0.127680,18.033286,0.000000,0.297920
19.331750,0.000000,0.085120,18.926000,0.000000,0.297920
15.976750,0.000000,0.085120,15.957000,0.000000,0.297920
16.672667,0.000000,0.127680,18.915500,0.000000,0.297920
17.133250,0.000000,0.085120,18.828000,0.000000,0.297920
15.680250,0.000000,0.085120,15.797000,0.000000,0.297920
16.285167,0.000000,0.127680,16.175857,0.000000,0.340480
17.491500,0.000000,0.085120,16.954786,0.000000,0.297920
19.897750,0.000000,0.085120,19.299000,0.000000,0.297920
17.113000,0.000000,0.127680,16.931143,0.000000,0.297920
16.371750,0.000000,0.085120,15.753857,0.000000,0.297920
17.997750,0.000000,0.085120,19.831571,0.000000,0.297920
19.328667,0.000000,0.127680,18.016929,0.000000,0.297920
17.821500,0.000000,0.085120,18.092357,0.000000,0.297920
16.785000,0.000000,0.127680,17.673714,0.000000,0.297920
17.356000,0.000000,0.085120,16.283643,0.000000,0.297920
17.633250,0.000000,0.085120,17.747375,0.000000,0.297920
16.904500,0.000000,0.127680,18.512143,0.000000,0.297920
18.107750,0.000000,0.085120,18.118429,0.000000,0.297920
23.792500,0.000000,0.085120,22.835429,0.000000,0.297920
17.742000,0.000000,0.127680,17.160286,0.000000,0.297920
15.349250,0.000000,0.085120,17.282143,0.000000,0.297920
